,tweet_id,text,link,created_at,timestamp_ms,user_id,user_name,user_screen_name,user_location,geo,coordinates,place_full_name,place_country,retweeted_status_id,in_reply_to_status_id,sarcasm_value,processed_tweets,polarity_scores,compounded,neutral,positive,negative,candidate
2400,1.31717e+18,"RT @Bessadeline2: @DrBiden Yes!!!  Vote Trump!!! 
#Trump2020Landslide 
#Trump2020LandslideVictory 
#Trump2020NowMoreThanEver",https://twitter.com/fro_jimmy/status/1317174141330534401,16/10/2020 18:42,1602870000000.0,4117975648.0,J-FRO17,fro_jimmy,"Buffalo, New York",,,,,1.31717e+18,,19,RT Yes Vote Trump Trump2020 Landslide Trump2020 Landslide Victory Trump2020 Now More Than Ever,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4019}",0.4019,0.828,0.172,0.0,Trump
2401,1.31717e+18,"@ComfortablySmug Smug , as a black man how do you reconcile supporting a White Supremecist President Trump?",https://twitter.com/mark_amro/status/1317174141322104833,16/10/2020 18:42,1602870000000.0,7.86101e+17,Mark amro,mark_amro,,,,,,,1.31711e+18,-27,Smug black man reconcile supporting White Supremecist President Trump,"{'neg': 0.0, 'neu': 0.598, 'pos': 0.402, 'compound': 0.5719}",0.5719,0.598,0.402,0.0,Trump
2403,1.31717e+18,RT @DFBHarvard: RETWEET If you believe Savannah Guthrie tried a hatchet job on President Trump last night! https://t.co/PqfZr0w5BM,https://twitter.com/WayneHerdlicka1/status/1317174141376733185,16/10/2020 18:42,1602870000000.0,8.22911e+17,Wayne Herdlicka,WayneHerdlicka1,,,,,,1.31707e+18,,-5,RT RETWEET If believe Savannah Guthrie tried hatchet job President Trump last night httpstco Pqf Zr0w5BM,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
2406,1.31717e+18,"RT @CaslerNoel: Turns out Trump owes twice as many peanuts. @realDonaldTrump 
https://t.co/LfFXAEq3Ed",https://twitter.com/CamilleCarrigan/status/1317174144606363650,16/10/2020 18:42,1602870000000.0,471174111.0,Camille Carrigan,CamilleCarrigan,"North Dighton, MA",,,,,1.31715e+18,,-4,RT Turns Trump owes twice many peanuts httpstco LfFXA Eq3 Ed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
2407,1.31717e+18,@realDonaldTrump,https://twitter.com/DonaldJusticeQ/status/1317174144644091904,16/10/2020 18:42,1602870000000.0,1.31482e+18,Donald Justice,DonaldJusticeQ,"Buffalo, NY",,,,,,,-28,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,Trump
2410,1.31717e+18,"The other day, Donald Trump was stupid",https://twitter.com/Daltonbot5k/status/1317174144979685376,16/10/2020 18:42,1602870000000.0,8.6176e+17,DaltonBot 5000,Daltonbot5k,,,,,,,,-17,The day Donald Trump stupid,"{'neg': 0.459, 'neu': 0.541, 'pos': 0.0, 'compound': -0.5267}",-0.5267,0.541,0.0,0.459,Trump
2411,1.31717e+18,"RT @thehill: Bruce Springsteen: I'll be ""on the next plane"" to Australia if Trump wins https://t.co/Zh8NKmv3JR https://t.co/mbBrKalVdl",https://twitter.com/nazshok/status/1317174144971071489,16/10/2020 18:42,1602870000000.0,9.14991e+17,Nazila shokrian,nazshok,,,,,,1.31713e+18,,62,RT Bruce Springsteen Ill next plane Australia Trump wins httpstco Zh8N Kmv3JR httpstcomb Br Kal Vdl,"{'neg': 0.137, 'neu': 0.683, 'pos': 0.18, 'compound': 0.2263}",0.2263,0.683,0.18,0.137,Trump
2415,1.31717e+18,RT @TheEpicDept: President Trump's latest retweeted buddy https://t.co/rXj0uMrQte,https://twitter.com/NanamisEgg/status/1317174145424232454,16/10/2020 18:42,1602870000000.0,299277303.0,Nanami's {E}gg @ 👯🥐🐙,NanamisEgg,she/they | ⚢outside the binary,,,,,1.31693e+18,,-21,RT President Trumps latest retweeted buddy httpstcor Xj0u Mr Qte,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
2422,1.31717e+18,"RT @TrumpWarRoom: @JoeBiden Just recently, Joe Biden said Black Americans all think the same.
https://t.co/WerJavLbTv",https://twitter.com/BeckyBeck73/status/1317174145612996614,16/10/2020 18:42,1602870000000.0,1.03449e+18,🌷🇺🇸Becky🇺🇸🌷,BeckyBeck73,"Midwest, USA",,,,,1.31717e+18,,-27,RT Just recently Joe Biden said Black Americans think samehttpstco Wer Jav Lb Tv,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
2423,1.31717e+18,@Gorlockza @brianstelter Just wait and see the meltdown when Trump wins re election,https://twitter.com/russianbot6666/status/1317174145822691329,16/10/2020 18:42,1602870000000.0,1.29038e+18,dirtfarmer,russianbot6666,,,,,,,1.31716e+18,-43,Just wait see meltdown Trump wins election,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.5719}",0.5719,0.619,0.381,0.0,Trump
2432,1.31717e+18,"RT @joelockhart: Woodward tells Brian Williams that on Trump not wearing a mask and Biden wearing one, he's agnostic.",https://twitter.com/JudithAHoward1/status/1317174149933109249,16/10/2020 18:42,1602870000000.0,1.00947e+18,Judith A. Howard,JudithAHoward1,"Ruston, LA",,,,,1.31695e+18,,-40,RT Woodward tells Brian Williams Trump wearing mask Biden wearing one hes agnostic,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
2435,1.31717e+18,"""There is no record of Joe Biden using the term 'super predator,' NBC News and https://t.co/hDq7bYVnai report""  https://t.co/Uqt9KGIxHl",https://twitter.com/m_hostage/status/1317174150063075328,16/10/2020 18:42,1602870000000.0,1.20317e+18,"It's the Constitution, Stupid!",m_hostage, Blue dot in Texas,,,,,,,74,There record Joe Biden using term super predator NBC News httpstcoh Dq7bY Vnai report httpstco Uqt9KG Ix Hl,"{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.5994}",0.5994,0.813,0.187,0.0,Trump
2436,1.31717e+18,RT @Usatorz1: Rt If you agree OANN should have done the town hall with President Trump.,https://twitter.com/PANIC_in_DC/status/1317174153112408064,16/10/2020 18:42,1602870000000.0,9.93739e+17,#ObamaGate,PANIC_in_DC,United States,,,,,1.31704e+18,,-57,RT Rt If agree OANN done town hall President Trump,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}",0.3612,0.783,0.217,0.0,Trump
2438,1.31717e+18,RT @realTuckFrumper: Trump admin denies California disaster aid request https://t.co/2hNOGcGtze,https://twitter.com/LaurenHowl/status/1317174153292607488,16/10/2020 18:42,1602870000000.0,352648147.0,Lauren Howl,LaurenHowl,"Silverdale, WA",,,,,1.31717e+18,,-30,RT Trump admin denies California disaster aid request httpstco2hNO Gc Gtze,"{'neg': 0.434, 'neu': 0.566, 'pos': 0.0, 'compound': -0.7845}",-0.7845,0.566,0.0,0.434,Trump
2440,1.31717e+18,@RepTedLieu @JusticeOIG @POTUS @RepKathleenRice https://t.co/S10luAJ6gr,https://twitter.com/plezurluvr/status/1317174153221492737,16/10/2020 18:42,1602870000000.0,2314054921.0,plezurluvr,plezurluvr,,,,,,,1.31717e+18,-7,httpstcoS10luAJ6gr,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
2443,1.31717e+18,RT @DonaldJTrumpJr: This is a must watch and a must RT!!! https://t.co/mSdxsFfTPg,https://twitter.com/diogenes96/status/1317174153447903232,16/10/2020 18:42,1602870000000.0,214104556.0,Saint of Mediocrity,diogenes96,South Carolina,,,,,1.31714e+18,,-28,RT This must watch must RT httpstcom Sdxs FfT Pg,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
2445,1.31717e+18,RT @briantylercohen: Donald Trump is a ratings loser.,https://twitter.com/bestbonniebakes/status/1317174153573593088,16/10/2020 18:42,1602870000000.0,116125563.0,BLS,bestbonniebakes,"Oahu, Hawaii",,,,,1.31717e+18,,-27,RT Donald Trump ratings loser,"{'neg': 0.459, 'neu': 0.541, 'pos': 0.0, 'compound': -0.5267}",-0.5267,0.541,0.0,0.459,Trump
2446,1.31717e+18,RT @DonaldJTrumpJr: This is a must watch and a must RT!!! https://t.co/mSdxsFfTPg,https://twitter.com/marisol02326888/status/1317174153611333633,16/10/2020 18:42,1602870000000.0,1.24183e+18,marisol,marisol02326888,,,,,,1.31714e+18,,-28,RT This must watch must RT httpstcom Sdxs FfT Pg,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
2447,1.31717e+18,"RT @funder: Network YouTube views as of 9pm

Biden: 507,445 ABC
Trump: 153,660 NBC",https://twitter.com/CarolynBunch87/status/1317174153670254597,16/10/2020 18:42,1602870000000.0,8.20753e+17,Carol West,CarolynBunch87,Arkansas,,,,,1.31708e+18,,-28,RT Network You Tube views 9pm Biden 507445 ABC Trump 153660 NBC,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
2449,1.31717e+18,RT @juliuslumsden1: @Cerulean_Man That was obvious to me from day one . Britain elected its own Trump,https://twitter.com/geonicholson22/status/1317174153980616706,16/10/2020 18:42,1602870000000.0,7.26799e+17,georgie nicholson,geonicholson22,,,,,,1.31709e+18,,42,RT That obvious day one Britain elected Trump,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
2450,1.31717e+18,"OK, here's a Fat Boys throwback from the 80s: 
""I got money like Donald Trump!""",https://twitter.com/kadiagoba/status/1317174153984774144,16/10/2020 18:42,1602870000000.0,4462528175.0,Kadia Goba,kadiagoba,"DC now, Brooklyn born",,,,,,1.31717e+18,-1,OK heres Fat Boys throwback 80s I got money like Donald Trump,"{'neg': 0.0, 'neu': 0.624, 'pos': 0.376, 'compound': 0.6633}",0.6633,0.624,0.376,0.0,Trump
2452,1.31717e+18,"RT @DumondVince: Donald Trump Has At Least $1 Billion In Debt, More Than Twice The Amount He Suggested via @forbes https://t.co/J5Iq0pWhp7",https://twitter.com/CarterKimH/status/1317174154085437440,16/10/2020 18:42,1602870000000.0,1.26194e+18,Kim H,CarterKimH,"Garland, TX",,,,,1.31717e+18,,-14,RT Donald Trump Has At Least 1 Billion In Debt More Than Twice The Amount He Suggested via httpstcoJ5 Iq0p Whp7,"{'neg': 0.116, 'neu': 0.884, 'pos': 0.0, 'compound': -0.3612}",-0.3612,0.884,0.0,0.116,Trump
2453,1.31717e+18,RT @EricTrump: Thank you! #TeamTrump,https://twitter.com/CathAussie/status/1317174154152398849,16/10/2020 18:42,1602870000000.0,1.26259e+18,💖AussieCath💖🌏,CathAussie,"Adelaide, South Australia",,,,,1.31717e+18,,1,RT Thank Team Trump,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}",0.3612,0.545,0.455,0.0,Trump
2454,1.31717e+18,@realTuckFrumper They know it is their last chance. $10 says Trump will spend most of his time making paid speeches after he loses.,https://twitter.com/maccallanneat/status/1317174154345336833,16/10/2020 18:42,1602870000000.0,1.25891e+18,Pierre Delecto Fancy Pants,maccallanneat,United States,,,,,,1.31714e+18,-32,They know last chance 10 says Trump spend time making paid speeches loses,"{'neg': 0.15, 'neu': 0.719, 'pos': 0.131, 'compound': -0.0772}",-0.0772,0.719,0.131,0.15,Trump
2458,1.31717e+18,RT @waltshaub: The irresponsibility of Republican leaders is bottomless.,https://twitter.com/JoyfulBluebird/status/1317174157315104768,16/10/2020 18:42,1602870000000.0,51839302.0,Joyful Bluebird,JoyfulBluebird,"Pennsylvania, USA",,,,,1.31716e+18,,-24,RT The irresponsibility Republican leaders bottomless,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
2463,1.31717e+18,RT @ChuckCallesto: BREAKING REPORT: Feds investigating if alleged Hunter Biden emails CONNECTED TO FOREIGN INTELLIGENCE operation...,https://twitter.com/grtaylor788/status/1317174161559703553,16/10/2020 18:42,1602870000000.0,7.88169e+17,Grant Taylor,grtaylor788,,,,,,1.31695e+18,,-1,RT BREAKING REPORT Feds investigating alleged Hunter Biden emails CONNECTED TO FOREIGN INTELLIGENCE operation,"{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.5904}",0.5904,0.772,0.228,0.0,Trump
2464,1.31717e+18,RT @DonaldJTrumpJr: Joe and Hunter Biden have some explaining to do!!! https://t.co/pTBWirJPGo,https://twitter.com/PelusaVillar/status/1317174161673015296,16/10/2020 18:42,1602870000000.0,1.29858e+18,Furyosa5,PelusaVillar,,,,,,1.31637e+18,,-5,RT Joe Hunter Biden explaining httpstcopTB WirJP Go,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
2465,1.31717e+18,RT @brettturner57: Trump went by my office today. My salute to the commander in cheat! https://t.co/5xXEK51oWJ,https://twitter.com/fourhorseman17/status/1317174161689763843,16/10/2020 18:42,1602870000000.0,84927613.0,Vote!,fourhorseman17,,,,,,1.31716e+18,,58,RT Trump went office today My salute commander cheat httpstco5xXEK51oWJ,"{'neg': 0.25, 'neu': 0.75, 'pos': 0.0, 'compound': -0.4588}",-0.4588,0.75,0.0,0.25,Trump
2469,1.31717e+18,RT @JulietteRot: Vier jaar Trump bashen samengevat: https://t.co/68BxtnIk6F,https://twitter.com/mjm_alert/status/1317174161928749059,16/10/2020 18:42,1602870000000.0,3254549021.0,Martin Damming,mjm_alert,"De Rijp, Graft-De Rijp",,,,,1.31676e+18,,-12,RT Vier jaar Trump bashen samengevat httpstco68 Bxtn Ik6F,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
2470,1.31717e+18,"RT @TrumpWarRoom: The son of billionaire George Soros just gave Joe Biden $145,000.
https://t.co/vKVwhik4Br",https://twitter.com/LynBrud/status/1317174161853325314,16/10/2020 18:42,1602870000000.0,25179492.0,🇺🇸Q’sYourDaddy🇺🇸,LynBrud,NW FL,,,,,1.31717e+18,,-25,RT The son billionaire George Soros gave Joe Biden 145000httpstcovK Vwhik4 Br,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
2472,1.31717e+18,"@BeyaFong The Biden crime family going down. Enjoy another 4 years of Trump. Get your Tissues ready.

#Trump2020",https://twitter.com/ProxyFreak/status/1317174161974886403,16/10/2020 18:42,1602870000000.0,195222384.0,IrishAmerican,ProxyFreak,The South,,,,,,1.31714e+18,-39,The Biden crime family going Enjoy another 4 years Trump Get Tissues ready Trump2020,"{'neg': 0.182, 'neu': 0.521, 'pos': 0.297, 'compound': 0.296}",0.296,0.521,0.297,0.182,Trump
2473,1.31717e+18,RT @TheEpicDept: President Trump's latest retweeted buddy https://t.co/rXj0uMrQte,https://twitter.com/Crumb_Lattice/status/1317174162037813248,16/10/2020 18:42,1602870000000.0,2280105614.0,Crumb,Crumb_Lattice,Wh,,,,,1.31693e+18,,-21,RT President Trumps latest retweeted buddy httpstcor Xj0u Mr Qte,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
2475,1.31717e+18,"RT @DonaldJTrumpJr: Fact Check: Yes, Biden's Plan Would 'Increase Taxes on Average for All Income Groups' https://t.co/77G0Xu9SYY",https://twitter.com/chrisLa02857236/status/1317174162071474182,16/10/2020 18:42,1602870000000.0,1.24871e+18,chrisLang,chrisLa02857236,"Blue Bell, PA",,,,,1.31712e+18,,25,RT Fact Check Yes Bidens Plan Would Increase Taxes Average All Income Groups httpstco77G0 Xu9SYY,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.6124}",0.6124,0.722,0.278,0.0,Trump
2481,1.31717e+18,RT @DFBHarvard: RETWEET If you believe Savannah Guthrie tried a hatchet job on President Trump last night! https://t.co/PqfZr0w5BM,https://twitter.com/demodiver/status/1317174165816815617,16/10/2020 18:42,1602870000000.0,430382929.0,Troy,demodiver,United States,,,,,1.31707e+18,,-5,RT RETWEET If believe Savannah Guthrie tried hatchet job President Trump last night httpstco Pqf Zr0w5BM,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
2484,1.31717e+18,"McConnell, not Pelosi, balks at Trump's demands on economic aid

https://t.co/Oh9I80VTA7",https://twitter.com/Steadyruncho123/status/1317174165888270337,16/10/2020 18:42,1602870000000.0,915642162.0,William SukJin Cho,Steadyruncho123,"Brookeville, MD",,,,,,,-21,Mc Connell Pelosi balks Trumps demands economic aidhttpstco Oh9I80VTA7,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
2488,1.31717e+18,@TrumpWarRoom The Adelsons gave trump 115 million https://t.co/aVqcnrW7Lw,https://twitter.com/RonnieMotes8/status/1317174166412513280,16/10/2020 18:42,1602870000000.0,1.29323e+18,Ronnie Motes,RonnieMotes8,,,,,,,1.31717e+18,-13,The Adelsons gave trump 115 million httpstcoa VqcnrW7 Lw,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
2490,1.31717e+18,"RT @ForAmerica: President Trump: ""The Bidens are an organized crime family as far as I'm concerned."" https://t.co/YRr7nZNNxW",https://twitter.com/BeckyBeck73/status/1317174166907441155,16/10/2020 18:42,1602870000000.0,1.03449e+18,🌷🇺🇸Becky🇺🇸🌷,BeckyBeck73,"Midwest, USA",,,,,1.31717e+18,,58,RT President Trump The Bidens organized crime family far Im concerned httpstcoY Rr7nZN NxW,"{'neg': 0.212, 'neu': 0.788, 'pos': 0.0, 'compound': -0.5423}",-0.5423,0.788,0.0,0.212,Trump
2491,1.31717e+18,RT @realDonaldTrump: Thank you!,https://twitter.com/1Bunny4T/status/1317174166823587847,16/10/2020 18:42,1602870000000.0,345001664.0,M Helm ⭐⭐⭐,1Bunny4T,"Louisiana, USA",,,,,1.31704e+18,,-7,RT Thank,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.3612,0.286,0.714,0.0,Trump
2497,1.31717e+18,RT @thebradfordfile: Trump has all the energy.,https://twitter.com/JoanneShewbrid1/status/1317174170082488321,16/10/2020 18:42,1602870000000.0,1.16349e+18,ForTheeISing***,JoanneShewbrid1,,,,,,1.31692e+18,,-17,RT Trump energy,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.2732}",0.2732,0.488,0.512,0.0,Trump
2499,1.31717e+18,RT @LaraLeaTrump: What an absolute disgrace @Twitter has become.,https://twitter.com/JanineRosamonda/status/1317174170300653572,16/10/2020 18:42,1602870000000.0,137091200.0,Blessed Peacemaker ✌✝️🇺🇸☮,JanineRosamonda,"Pompano Beach, FL",,,,,1.31676e+18,,-24,RT What absolute disgrace become,"{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.4939}",-0.4939,0.556,0.0,0.444,Trump
2500,1.31717e+18,"Waited 4 long years for this moment. 

Fuck Trump! https://t.co/jl56zSmNno",https://twitter.com/paulcourlas/status/1317174170053201920,16/10/2020 18:42,1602870000000.0,18145890.0,paulcourlas,paulcourlas,United States,,,,,,,0,Waited 4 long years moment Fuck Trump httpstcojl56z Sm Nno,"{'neg': 0.304, 'neu': 0.696, 'pos': 0.0, 'compound': -0.5423}",-0.5423,0.696,0.0,0.304,Trump
2505,1.31717e+18,RT @EricTrump: Thank you! #TeamTrump,https://twitter.com/HannanSheryle/status/1317174170531164160,16/10/2020 18:42,1602870000000.0,1.22182e+18,Sheryle Phattigan,HannanSheryle,,,,,,1.31717e+18,,1,RT Thank Team Trump,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}",0.3612,0.545,0.455,0.0,Trump
2507,1.31717e+18,"RT @1776Stonewall: Trump has 2 rallies today. He'll be in Florida at 4:00, and then in Georgia at 7:00 - Eastern Time",https://twitter.com/tseivers59/status/1317174171064033280,16/10/2020 18:42,1602870000000.0,7.24739e+17,PatriotQArmy,tseivers59,Beside You Patriot,,,,,1.31715e+18,,17,RT Trump 2 rallies today Hell Florida 400 Georgia 700 Eastern Time,"{'neg': 0.315, 'neu': 0.685, 'pos': 0.0, 'compound': -0.6808}",-0.6808,0.685,0.0,0.315,Trump
2508,1.31717e+18,RT @RichardGrenell: Tampa Pride for @realDonaldTrump! https://t.co/s8VrEquaqn,https://twitter.com/DebbieGoelman/status/1317174174046167042,16/10/2020 18:42,1602870000000.0,1.2957e+18,Debbie Goelman,DebbieGoelman,,,,,,1.31716e+18,,-17,RT Tampa Pride httpstcos8 Vr Equaqn,"{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.34}",0.34,0.676,0.324,0.0,Trump
2512,1.31717e+18,@realDonaldTrump @SenatorCollins Why did you deny ca emergency  support  for the wildfires Mr Trump,https://twitter.com/sissykimi1/status/1317174174360588289,16/10/2020 18:42,1602870000000.0,1.2412e+18,sissykimi,sissykimi1,,,,,,,1.31708e+18,-49,Why deny ca emergency support wildfires Mr Trump,"{'neg': 0.394, 'neu': 0.394, 'pos': 0.213, 'compound': -0.3182}",-0.3182,0.394,0.213,0.394,Trump
2514,1.31717e+18,RT @atrupar: Trump's message to seniors on the coronavirus is a bunch of lies https://t.co/02rfroFT1r,https://twitter.com/samkj27/status/1317174174369144833,16/10/2020 18:42,1602870000000.0,19969078.0,Sam Kemp-Jackson🇨🇦,samkj27,"Toronto, Ontario",,,,,1.31716e+18,,-16,RT Trumps message seniors coronavirus bunch lies httpstco02rfroFT1r,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.4215}",-0.4215,0.714,0.0,0.286,Trump
2516,1.31717e+18,RT @jdmaccoby: Trump showed he can lose a debate all by himself,https://twitter.com/thedebmeister/status/1317174174478069760,16/10/2020 18:42,1602870000000.0,263192408.0,Deb,thedebmeister,L.A,,,,,1.31709e+18,,-50,RT Trump showed lose debate,"{'neg': 0.403, 'neu': 0.597, 'pos': 0.0, 'compound': -0.4019}",-0.4019,0.597,0.0,0.403,Trump
2521,1.31717e+18,RT @chipfranklin: Who knew Trump could lose a debate against no one?,https://twitter.com/whenwillitend7/status/1317174174696308736,16/10/2020 18:42,1602870000000.0,1.1776e+18,The Stink of ImBleachment NEVER goes away!,whenwillitend7,,,,,,1.31716e+18,,-8,RT Who knew Trump could lose debate one,"{'neg': 0.278, 'neu': 0.722, 'pos': 0.0, 'compound': -0.4019}",-0.4019,0.722,0.0,0.278,Trump
2522,1.31717e+18,RT @williamlegate: Trump's last 3 campaign managers have all been arrested.,https://twitter.com/amkronenwetter/status/1317174174725570560,16/10/2020 18:42,1602870000000.0,752120594.0,ally kronenwetter,amkronenwetter,,,,,,1.31692e+18,,-16,RT Trumps last 3 campaign managers arrested,"{'neg': 0.383, 'neu': 0.617, 'pos': 0.0, 'compound': -0.4767}",-0.4767,0.617,0.0,0.383,Trump
2524,1.31717e+18,RT @thebradfordfile: Trump won calling out the corrupt media--then it spent the next four years proving him right.,https://twitter.com/mikeropc1/status/1317174174960488450,16/10/2020 18:42,1602870000000.0,9.79726e+17,Mike✡️🇺🇸🇮🇱,mikeropc1,"Newbury, MA",,,,,1.31717e+18,,-14,RT Trump calling corrupt mediathen spent next four years proving right,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
2526,1.31717e+18,RT @brettturner57: Trump went by my office today. My salute to the commander in cheat! https://t.co/5xXEK51oWJ,https://twitter.com/NikKimmy/status/1317174178219462657,16/10/2020 18:42,1602870000000.0,1.27418e+18,KimmyNik,NikKimmy,,,,,,1.31716e+18,,58,RT Trump went office today My salute commander cheat httpstco5xXEK51oWJ,"{'neg': 0.25, 'neu': 0.75, 'pos': 0.0, 'compound': -0.4588}",-0.4588,0.75,0.0,0.25,Trump
2532,1.31717e+18,RT @X22Report: Silent no more... https://t.co/cRDonU8mzx,https://twitter.com/lionessofspirit/status/1317174178546667524,16/10/2020 18:42,1602870000000.0,1.26311e+18,6% LIONESS FOR HUMANITY,lionessofspirit,,,,,,1.31716e+18,,-9,RT Silent httpstcocR DonU8mzx,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
2536,1.31717e+18,RT @williamlegate: Trump's last 3 campaign managers have all been arrested.,https://twitter.com/OhFerdi/status/1317174179066773504,16/10/2020 18:42,1602870000000.0,358203746.0,ferdi b.,OhFerdi,NYC raised me,,,,,1.31692e+18,,-16,RT Trumps last 3 campaign managers arrested,"{'neg': 0.383, 'neu': 0.617, 'pos': 0.0, 'compound': -0.4767}",-0.4767,0.617,0.0,0.383,Trump
2538,1.31717e+18,RT @redsteeze: @Holden114 The biggest misconception anyone has right now that if Trump loses somehow everything returns to pre-Trump.,https://twitter.com/2rick2morty/status/1317174179297452034,16/10/2020 18:42,1602870000000.0,1.22843e+18,"florida man, ACB stan 🌺",2rick2morty,The beach,,,,,1.31717e+18,,-32,RT The biggest misconception anyone right Trump loses somehow everything returns pre Trump,"{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.3182}",-0.3182,0.839,0.0,0.161,Trump
2539,1.31717e+18,@DonaldJTrumpJr https://t.co/VSOt3Lv28j,https://twitter.com/Jameshutch49/status/1317174179188428802,16/10/2020 18:42,1602870000000.0,232462092.0,Mr. James,Jameshutch49,Brooklyn,,,,,,1.31717e+18,-11,httpstcoVS Ot3 Lv28j,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
2544,1.31717e+18,RT @atrupar: Trump's message to seniors on the coronavirus is a bunch of lies https://t.co/02rfroFT1r,https://twitter.com/pelentruchilla/status/1317174182778597376,16/10/2020 18:42,1602870000000.0,8.90826e+17,Pelen Bustamantr,pelentruchilla,,,,,,1.31716e+18,,-16,RT Trumps message seniors coronavirus bunch lies httpstco02rfroFT1r,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.4215}",-0.4215,0.714,0.0,0.286,Trump
2547,1.31717e+18,"RT @ChuckCallesto: BREAKING REPORT: RNC files FEDERAL ELECTION COMPLAINT against Twitter, alleging ""in-kind contributions to Biden...",https://twitter.com/Anon_Tegula/status/1317174182883590144,16/10/2020 18:42,1602870000000.0,1.01062e+18,Anon Tegula 🇺🇸,Anon_Tegula,🇺🇲,,,,,1.31717e+18,,64,RT BREAKING REPORT RNC files FEDERAL ELECTION COMPLAINT Twitter alleging inkind contributions Biden,"{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.4466}",-0.4466,0.804,0.0,0.196,Trump
